"Bygmestervej 3, 2400 København NV"
"Skoleholdervej 23, 2. th, 2400 København NV"
"Tagensvej 165, st. tv, 2400 København NV"
"Kantorparken 9, 1. tv, 2400 København NV"
"Tagensvej 200, 1. tv, 2400 København NV"
"Skoleholdervej 23, 3. tv, 2400 København NV"
"Tagensvej 229, 1. tv, 2400 København NV"
"Frederiksborgvej 13, 5. tv, 2400 København NV"
"Perlestikkervej 15, 3. th, 2400 København NV"
"Frederiksborgvej 62, st. th, 2400 København NV"
"Skoleholdervej 23, 3. th, 2400 København NV"
"Frederiksborgvej 159, 2. 4, 2400 København NV"
"Frederiksborgvej 200, 1. tv, 2400 København NV"
"Theklavej 25, 3. th, 2400 København NV"
"Frederikssundsvej 13, 4. th, 2400 København NV"
"Frederikssundsvej 56A, 4. th, 2400 København NV"
"Frederikssundsvej 68H, 3. th, 2400 København NV"
"Frederikssundsvej 87, st. th, 2400 København NV"
"Frederikssundsvej 101, 1. th, 2400 København NV"
"Skoleholdervej 23, 4. tv, 2400 København NV"
"Provstevej 11, 1., 2400 København NV"
"Skoleholdervej 23, 4. th, 2400 København NV"
"Frimestervej 19, 1. tv, 2400 København NV"
"Frimestervej 45, st. tv, 2400 København NV"
"Tomsgårdsvej 10, 3. th, 2400 København NV"
"Ringertoften 4, st. tv, 2400 København NV"
"Tonemestervej 22, 2. th, 2400 København NV"
"Tornsangervej 13, 2., 2400 København NV"
"Tranevej 4, 3. th, 2400 København NV"
"Banebrinken 101, 1. 87, 2400 København NV"
"Ringertoften 4, st. th, 2400 København NV"
"Rentemestervej 21A, 3. 1, 2400 København NV"
"Ringertoften 4, 1. tv, 2400 København NV"
"Tuborgvej 256, 3. tv, 2400 København NV"
"Gemmet 5, 1. th, 2400 København NV"
"Ringergården 3, 4. 156, 2400 København NV"
"Genforeningspladsen 31, st. tv, 2400 København NV"
"Ringertoften 4, 1. th, 2400 København NV"
"Birkedommervej 22, 3. tv, 2400 København NV"
"Glentevej 40, 1. th, 2400 København NV"
"Birkedommervej 84, 4. tv, 2400 København NV"
"Ringertoften 4, 2. tv, 2400 København NV"
"Kærsangervej 5, st. tv, 2400 København NV"
"Ringertoften 4, 2. th, 2400 København NV"
"Bispebjerg Bakke 5, 5. 513, 2400 København NV"
"Bispebjerg Bakke 23F, 2. tv, 2400 København NV"
"Bispebjergvej 47, 2. tv, 2400 København NV"
"Landsdommervej 35, 3., 2400 København NV"
"Ringertoften 4, 3. tv, 2400 København NV"
"Utterslev Torv 20, st. tv, 2400 København NV"
"Ringertoften 4, 3. th, 2400 København NV"
"Utterslevvej 17F, 1. th, 2400 København NV"
"Grysgårdsvej 5, 1., 2400 København NV"
"Blåmunkevej 35, 2. th, 2400 København NV"
"Ringertoften 4, 4. tv, 2400 København NV"
"Bogtrykkervej 24, 3. th, 2400 København NV"
"Gulkløvervej 12, 2400 København NV"
"Ringertoften 4, 4. th, 2400 København NV"
"Rønnebærvej 11, st. th, 2400 København NV"
"Borups Allé 200, 2. mf, 2400 København NV"
"Rørsangervej 54, 2. th, 2400 København NV"
"Borups Allé 233B, 1. th, 2400 København NV"
"Borups Allé 257, 1. th, 2400 København NV"
"Rådvadsvej 134, 1. tv, 2400 København NV"
"Ringertoften 34, st. tv, 2400 København NV"
"C.J. Brandts Vej 14, st. tv, 2400 København NV"
"Sangfuglestien 5, 1. tv, 2400 København NV"
"Ringertoften 34, st. th, 2400 København NV"
"Brofogedvej 16, kl. tv, 2400 København NV"
"Lærkevej 1, st. 102, 2400 København NV"
"Ringertoften 34, 1. tv, 2400 København NV"
"Ringertoften 34, 1. th, 2400 København NV"
"Bygmestervej 37, 5. th, 2400 København NV"
"Vestergårdsvej 11, 1. tv, 2400 København NV"
"Vestergårdsvej 45, st. tv, 2400 København NV"
"Mejsevænget 17, 1. tv, 2400 København NV"
"Ringertoften 34, 2. tv, 2400 København NV"
"Mesterstien 8, 1. th, 2400 København NV"
"Vibevej 51, 2. tv, 2400 København NV"
"Hillerødgade 126, st. tv, 2400 København NV"
"Hjortholms Allé 9, 1., 2400 København NV"
"Slotsfogedvej 1, 4. tv, 2400 København NV"
"Musvågevej 24, 2. 203, 2400 København NV"
"Sneppevej 6, 2. th, 2400 København NV"
"Møntmestervej 12D, st. tv, 2400 København NV"
"Mågevej 45, st. mf, 2400 København NV"
"Mågevej 83, 1. th, 2400 København NV"
"Houmanns Allé 8, st. tv, 2400 København NV"
"Nattergalevej 50, 2. tv, 2400 København NV"
"Hovmestervej 43, 4. th, 2400 København NV"
"Nattergalevej 90, st. tv, 2400 København NV"
"Ringertoften 34, 2. th, 2400 København NV"
"Degnestavnen 5, 1. th, 2400 København NV"
"Hulgårdsvej 94, 1. tv, 2400 København NV"
"Statholdervej 17, 2. th, 2400 København NV"
"Dortheavej 54, 2400 København NV"
"Æblevej 15, 2400 København NV"
"Ringertoften 34, 3. tv, 2400 København NV"
"Hvidkildevej 30, 2. tv, 2400 København NV"
"Ørnevej 18, 1. 2, 2400 København NV"
"Ørnevej 64, 3. tv, 2400 København NV"
"Storkebakken 3, st., 2400 København NV"
"Ringertoften 34, 3. th, 2400 København NV"
"Ringertoften 34, 4. tv, 2400 København NV"
"Håndværkerhaven 7, 2. th, 2400 København NV"
"Emdrup Engvej 2, 2., 2400 København NV"
"Håndværkerhaven 49A, 1. 116, 2400 København NV"
"Ringertoften 34, 4. th, 2400 København NV"
"Emdrup Kærvej 17, 2400 København NV"
"Emdrupvej 114, st. 4, 2400 København NV"
"Engblommevej 45, 2. th, 2400 København NV"
"Skoleholdervej 21, st. tv, 2400 København NV"
"Stærevej 14, 1. th, 2400 København NV"
"Stærevej 32, 7. b, 2400 København NV"
"Stærevej 51, st. tv, 2400 København NV"
"Skoleholdervej 21, st. th, 2400 København NV"
"Skoleholdervej 21, 1. tv, 2400 København NV"
"Skoleholdervej 21, 1. th, 2400 København NV"
"Filosofvænget 6, 1. tv, 2400 København NV"
"Skoleholdervej 21, 2. tv, 2400 København NV"
"Skoleholdervej 21, 2. th, 2400 København NV"
"Skoleholdervej 21, 3. tv, 2400 København NV"
"Tagensvej 165, 1. th, 2400 København NV"
"Kantorparken 9, 2. th, 2400 København NV"
"Skoleholdervej 21, 3. th, 2400 København NV"
"Tagensvej 200, 2. th, 2400 København NV"
"Tagensvej 229, 2. th, 2400 København NV"
"Skoleholdervej 21, 4. tv, 2400 København NV"
"Perlestikkervej 15, 3. tv, 2400 København NV"
"Frederiksborgvej 62, st. tv, 2400 København NV"
"Frederiksborgvej 160, st. th, 2400 København NV"
"Frederiksborgvej 200, 2. th, 2400 København NV"
"Frederikssundsvej 13, 4. tv, 2400 København NV"
"Thoravej 7, st., 2400 København NV"
"Frederikssundsvej 56A, 4. tv, 2400 København NV"
"Frederikssundsvej 68H, 3. tv, 2400 København NV"
"Skoleholdervej 21, 4. th, 2400 København NV"
"Frederikssundsvej 87, st. tv, 2400 København NV"
"Frederikssundsvej 101, 1. tv, 2400 København NV"
"Provstevej 12, st. th, 2400 København NV"
"Ringertoften 18, st. tv, 2400 København NV"
"Frimestervej 19, 2. th, 2400 København NV"
"Frimestervej 45, 1. th, 2400 København NV"
"Tomsgårdsvej 10, 3. tv, 2400 København NV"
"Ringertoften 18, st. th, 2400 København NV"
"Tonemestervej 22, 2. tv, 2400 København NV"
"Tornsangervej 14, st. th, 2400 København NV"
"Ravneholmsvej 1, 2400 København NV"
"Tranevej 4, 3. tv, 2400 København NV"
"Banebrinken 101, 1. 88, 2400 København NV"
"Ringertoften 18, 1. tv, 2400 København NV"
"Rentemestervej 21A, 3. 2, 2400 København NV"
"Tuborgvej 256, 4. th, 2400 København NV"
"Ringertoften 18, 1. th, 2400 København NV"
"Gemmet 5, 1. tv, 2400 København NV"
"Ringergården 3, 4. 157, 2400 København NV"
"Genforeningspladsen 31, 1. th, 2400 København NV"
"Ringertoften 18, 2. tv, 2400 København NV"
"Ringertoften 18, 2. th, 2400 København NV"
"Birkedommervej 22, 4. th, 2400 København NV"
"Glentevej 40, 1. tv, 2400 København NV"
"Kærsangervej 5, 1. th, 2400 København NV"
"Ringertoften 18, 3. tv, 2400 København NV"
"Bispebjerg Bakke 5, 5. 514, 2400 København NV"
"Bispebjerg Bakke 35, st. th, 2400 København NV"
"Bispebjergvej 49, st. th, 2400 København NV"
"Landsdommervej 35, 4., 2400 København NV"
"Ringertoften 18, 3. th, 2400 København NV"
"Ringertoften 18, 4. tv, 2400 København NV"
"Utterslev Torv 20, 1. th, 2400 København NV"
"Ringertoften 18, 4. th, 2400 København NV"
"Utterslevvej 17F, 1. tv, 2400 København NV"
"Grysgårdsvej 6, 2400 København NV"
"Blåmunkevej 35, 2. tv, 2400 København NV"
"Ringertoften 32, st. tv, 2400 København NV"
"Bogtrykkervej 24, 3. tv, 2400 København NV"
"Ringertoften 32, st. th, 2400 København NV"
"Gulkløvervej 14, 2400 København NV"
"Rønnebærvej 11, st. tv, 2400 København NV"
"Borups Allé 200, 2. th, 2400 København NV"
"Rørsangervej 54, 2. tv, 2400 København NV"
"Borups Allé 233B, 1. tv, 2400 København NV"
"Borups Allé 257, 1. tv, 2400 København NV"
"Rådvadsvej 134, 2. mf, 2400 København NV"
"C.J. Brandts Vej 14, 1. th, 2400 København NV"
"Sangfuglestien 5, 2., 2400 København NV"
"Brofogedvej 16, st. th, 2400 København NV"
"Ringertoften 32, 1. tv, 2400 København NV"
"Lærkevej 1, st. 103, 2400 København NV"
"Ringertoften 32, 1. th, 2400 København NV"
"Ringertoften 32, 2. tv, 2400 København NV"
"Bygmestervej 37, 5. tv, 2400 København NV"
"Vestergårdsvej 45, 1. th, 2400 København NV"
"Mejsevænget 17, 2. th, 2400 København NV"
"Ringertoften 32, 2. th, 2400 København NV"
"Mesterstien 8, 1. tv, 2400 København NV"
"Vibevej 51, 3. th, 2400 København NV"
"Hillerødgade 126, 1. th, 2400 København NV"
"Ringertoften 32, 3. tv, 2400 København NV"
"Slotsfogedvej 1, 5., 2400 København NV"
"Musvågevej 24, 2. 204, 2400 København NV"
"Sneppevej 6, 2. tv, 2400 København NV"
"Møntmestervej 12D, 1. th, 2400 København NV"
"Mågevej 45, st. th, 2400 København NV"
"Mågevej 83, 1. tv, 2400 København NV"
"Houmanns Allé 8, 1. th, 2400 København NV"
"Nattergalevej 50, 3., 2400 København NV"
"Hovmestervej 43, 4. tv, 2400 København NV"
"Nattergalevej 90, 1. mf, 2400 København NV"
"Degnestavnen 5, 1. tv, 2400 København NV"
"Ringertoften 32, 3. th, 2400 København NV"
"Hulgårdsvej 94, 2. th, 2400 København NV"
"Statholdervej 17, 2. tv, 2400 København NV"
"Dortheavej 56, 2400 København NV"
"Æblevej 16, 2400 København NV"
"Hvidkildevej 30, 3., 2400 København NV"
"Ørnevej 18, 2., 2400 København NV"
"Ørnevej 64, 4. th, 2400 København NV"
"Storkebakken 3, 1., 2400 København NV"
"Ringertoften 32, 4. tv, 2400 København NV"
"Ringertoften 32, 4. th, 2400 København NV"
"Håndværkerhaven 7, 2. tv, 2400 København NV"
"Emdrup Engvej 3, 2400 København NV"
"Håndværkerhaven 49A, 1. 117, 2400 København NV"
"Ringertoften 24, 2400 København NV"
"Emdrup Mosevej 3, 2400 København NV"
"Ringertoften 24, st., 2400 København NV"
"Engblommevej 45, 2. tv, 2400 København NV"
"Stærevej 14, 1. tv, 2400 København NV"
"Stærevej 32, 7. c, 2400 København NV"
"Stærevej 51, 1. th, 2400 København NV"
"Jacob Lindbergs Vej 3, 1. th, 2400 København NV"
"Ringertoften 24, 1. tv, 2400 København NV"
"Ringertoften 24, 1. th, 2400 København NV"
"Ringertoften 24, 2. tv, 2400 København NV"
"Filosofvænget 6, 2. th, 2400 København NV"
"Ringertoften 24, 2. th, 2400 København NV"
"Tagensvej 165, 1. tv, 2400 København NV"
"Kantorparken 9, 2. tv, 2400 København NV"
"Tagensvej 200, 2. tv, 2400 København NV"
"Tagensvej 229, 2. tv, 2400 København NV"
"Ringertoften 24, 3. tv, 2400 København NV"
"Perlestikkervej 15, 4. mf, 2400 København NV"
"Frederiksborgvej 62, 1. th, 2400 København NV"
"Ringertoften 24, 3. th, 2400 København NV"
"Frederiksborgvej 160, st. tv, 2400 København NV"
"Frederiksborgvej 200, 2. tv, 2400 København NV"
"Theklavej 25, 4. th, 2400 København NV"
"Frederikssundsvej 14A, st. th, 2400 København NV"
"Frederikssundsvej 56B, kl., 2400 København NV"
"Frederikssundsvej 68H, 4. th, 2400 København NV"
"Ringertoften 24, 4. tv, 2400 København NV"
"Frederikssundsvej 87, 1. th, 2400 København NV"
"Frederikssundsvej 101, 2. th, 2400 København NV"
"Provstevej 12, st. tv, 2400 København NV"
"Præstelængen 16, 2. th, 2400 København NV"
"Ringertoften 24, 4. th, 2400 København NV"
"Frimestervej 19, 2. tv, 2400 København NV"
"Frimestervej 45, 1. tv, 2400 København NV"
"Ringertoften 22, st., 2400 København NV"
"Tonemestervej 24, st. th, 2400 København NV"
"Tornsangervej 14, st. tv, 2400 København NV"
"Ravneholmsvej 2, 2400 København NV"
"Tranevej 4, 4. th, 2400 København NV"
"Banebrinken 101, 2. 89, 2400 København NV"
"Ringertoften 22, 1. tv, 2400 København NV"
"Tuborgvej 256, 4. tv, 2400 København NV"
"Ringertoften 22, 1. th, 2400 København NV"
"Gemmet 5, 2. mf, 2400 København NV"
"Ringergården 3, 4. 158, 2400 København NV"
"Genforeningspladsen 31, 1. tv, 2400 København NV"
"Ringertoften 22, 2. tv, 2400 København NV"
"Birkedommervej 22, 4. tv, 2400 København NV"
"Glentevej 40, 2. th, 2400 København NV"
"Ringertoften 22, 2. th, 2400 København NV"
"Kærsangervej 5, 1. tv, 2400 København NV"
"Bispebjerg Bakke 5, 5. 515, 2400 København NV"
"Ringertoften 22, 3. tv, 2400 København NV"
"Bispebjerg Bakke 35, st. tv, 2400 København NV"
"Bispebjergvej 49, st. tv, 2400 København NV"
"Landsdommervej 37, st. th, 2400 København NV"
"Ringertoften 22, 3. th, 2400 København NV"
"Ringertoften 22, 4. tv, 2400 København NV"
"Utterslev Torv 20, 1. tv, 2400 København NV"
"Utterslevvej 17F, 2. th, 2400 København NV"
"Grysgårdsvej 7, st., 2400 København NV"
"Ringertoften 22, 4. th, 2400 København NV"
"Ringergården 9, st. tv, 2400 København NV"
"Blåmunkevej 35, 3., 2400 København NV"
"Ringergården 9, st. th, 2400 København NV"
"Grønnemose Allé 19, 2400 København NV"
"Bogtrykkervej 24, 4. th, 2400 København NV"
"Ringergården 9, 1. tv, 2400 København NV"
"Gulkløvervej 16, 2400 København NV"
"Rønnebærvej 11, 1. mf, 2400 København NV"
"Ringergården 9, 1. th, 2400 København NV"
"Borups Allé 200, 2. tv, 2400 København NV"
"Rørsangervej 54, 3., 2400 København NV"
"Borups Allé 233B, 2. th, 2400 København NV"
"Borups Allé 257, 2. th, 2400 København NV"
"Rådvadsvej 134, 2. th, 2400 København NV"
"C.J. Brandts Vej 14, 1. tv, 2400 København NV"
"Sangfuglestien 6, st., 2400 København NV"
"Ringergården 9, 2. tv, 2400 København NV"
"Brofogedvej 16, st. tv, 2400 København NV"
"Lærkevej 1, st. 104, 2400 København NV"
"Ringergården 9, 2. th, 2400 København NV"
"Ringergården 9, 3. tv, 2400 København NV"
"Bygmestervej 39, st., 2400 København NV"
"Vestergårdsvej 11, 2. th, 2400 København NV"
"Vestergårdsvej 45, 1. tv, 2400 København NV"
"Ringergården 9, 3. th, 2400 København NV"
"Mejsevænget 17, 2. tv, 2400 København NV"
"Ringertoften 20, st. tv, 2400 København NV"
"Mesterstien 8, 2. th, 2400 København NV"
"Vibevej 51, 3. tv, 2400 København NV"
"Charlotte Muncks Vej 9, 4., 2400 København NV"
"Hillerødgade 126, 1. tv, 2400 København NV"
"Hjortholms Allé 10, st. tv, 2400 København NV"
"Ringertoften 20, st. th, 2400 København NV"
"Slotsfogedvej 3, st. th, 2400 København NV"
"Musvågevej 24, 2. 205, 2400 København NV"
"Sneppevej 6, 3. th, 2400 København NV"
"Møntmestervej 12D, 1. tv, 2400 København NV"
"Mågevej 45, st. tv, 2400 København NV"
"Mågevej 83, 2. th, 2400 København NV"
"Vognborgvej 6, st., 2400 København NV"
"Houmanns Allé 8, 1. tv, 2400 København NV"
"Nattergalevej 52, st. th, 2400 København NV"
"Hovmestervej 45, st. th, 2400 København NV"
"Nattergalevej 90, 1. th, 2400 København NV"
"Degnestavnen 5, 2. th, 2400 København NV"
"Hulgårdsvej 94, 2. tv, 2400 København NV"
"Statholdervej 17, 3. th, 2400 København NV"
"Dortheavej 58, st., 2400 København NV"
"Æblevej 17, 2400 København NV"
"Hvidkildevej 32A, st. th, 2400 København NV"
"Ørnevej 18, 3., 2400 København NV"
"Hyrdevangen 25, 2400 København NV"
"Ørnevej 64, 4. tv, 2400 København NV"
"Ringertoften 20, 1. tv, 2400 København NV"
"Storkebakken 4, 2400 København NV"
"Ringertoften 20, 1. th, 2400 København NV"
"Ringertoften 20, 2. tv, 2400 København NV"
"Håndværkerhaven 8, st. th, 2400 København NV"
"Emdrup Engvej 4, 2400 København NV"
"Håndværkerhaven 49A, 1. 118, 2400 København NV"
"Ringertoften 20, 2. th, 2400 København NV"
"Emdrup Mosevej 4, 2400 København NV"
"Emdrupvej 114, 1. th, 2400 København NV"
"Engblommevej 46, 2400 København NV"
"Stærevej 14, 2. th, 2400 København NV"
"Stærevej 32, 7. d, 2400 København NV"
"Stærevej 51, 1. tv, 2400 København NV"
"Jacob Lindbergs Vej 3, 1. tv, 2400 København NV"
"Ringertoften 20, 3. tv, 2400 København NV"
"Ringertoften 20, 3. th, 2400 København NV"
"Ringertoften 20, 4. tv, 2400 København NV"
"Filosofvænget 6, 2. tv, 2400 København NV"
"Ringertoften 20, 4. th, 2400 København NV"
"Ringertoften 26, st. tv, 2400 København NV"
"Tagensvej 165, 2. th, 2400 København NV"
"Kantorparken 9, 3., 2400 København NV"
"Ringertoften 26, st. th, 2400 København NV"
"Tagensvej 200, 3., 2400 København NV"
"Tagensvej 229, 3. th, 2400 København NV"
"Perlestikkervej 15, 4. th, 2400 København NV"
"Frederiksborgvej 62, 1. tv, 2400 København NV"
"Frederiksborgvej 160, 1. tv, 2400 København NV"
"Frederiksborgvej 200, 3., 2400 København NV"
"Theklavej 25, 4. tv, 2400 København NV"
"Frederikssundsvej 14A, st. tv, 2400 København NV"
"Ringertoften 26, 1. tv, 2400 København NV"
"Frederikssundsvej 56B, st., 2400 København NV"
"Frederikssundsvej 68H, 4. tv, 2400 København NV"
"Frederikssundsvej 87, 1. tv, 2400 København NV"
"Frederikssundsvej 101, 2. tv, 2400 København NV"
"Ringertoften 26, 1. th, 2400 København NV"
"Provstevej 12, 1. th, 2400 København NV"
"Præstelængen 16, 2. tv, 2400 København NV"
"Ringertoften 26, 2. tv, 2400 København NV"
"Frimestervej 19, 3. th, 2400 København NV"
"Frimestervej 45, 2. th, 2400 København NV"
"Tomsgårdsvej 10, 4. tv, 2400 København NV"
"Ringertoften 26, 2. th, 2400 København NV"
"Tonemestervej 24, st. tv, 2400 København NV"
"Ringertoften 26, 3. tv, 2400 København NV"
"Tornsangervej 14, 1. th, 2400 København NV"
"Ravneholmsvej 3, 2400 København NV"
"Tranevej 4, 4. tv, 2400 København NV"
"Banebrinken 101, 2. 90, 2400 København NV"
"Ringertoften 26, 3. th, 2400 København NV"
"Tuborgvej 258, st., 2400 København NV"
"Ringertoften 26, 4. tv, 2400 København NV"
"Gemmet 5, 2. th, 2400 København NV"
"Ringergården 3, 4. 159, 2400 København NV"
"Genforeningspladsen 31, 2. th, 2400 København NV"
"Ringertoften 26, 4. th, 2400 København NV"
"Ringergården 5, st. 201, 2400 København NV"
"Glentevej 40, 2. tv, 2400 København NV"
"Ringergården 5, st. 202, 2400 København NV"
"Kærsangervej 5, 2. th, 2400 København NV"
"Bispebjerg Bakke 5, 6. 610, 2400 København NV"
"Bispebjerg Parkallé 5, 2400 København NV"
"Bispebjergvej 49, 1. th, 2400 København NV"
"Landsdommervej 37, st. tv, 2400 København NV"
"Ringergården 5, 1. 203, 2400 København NV"
"Ringergården 5, 1. 204, 2400 København NV"
"Utterslev Torv 20, 2. th, 2400 København NV"
"Utterslevvej 17F, 2. tv, 2400 København NV"
"Grysgårdsvej 7, 1., 2400 København NV"
"Ringergården 5, 2. 205, 2400 København NV"
"Ringergården 5, 2. 206, 2400 København NV"
"Blåmunkevej 36, 2400 København NV"
"Grønnemose Allé 20, 2400 København NV"
"Bogtrykkervej 24, 4. tv, 2400 København NV"
"Gulkløvervej 18A, 2400 København NV"
"Ringergården 5, 3. 207, 2400 København NV"
"Rønnebærvej 11, 1. th, 2400 København NV"
"Ringergården 5, 3. 208, 2400 København NV"
"Borups Allé 201, st. tv, 2400 København NV"
"Rørsangervej 56, st. th, 2400 København NV"
"Borups Allé 233B, 2. tv, 2400 København NV"
"Borups Allé 257, 2. tv, 2400 København NV"
"Rådvadsvej 134, 2. tv, 2400 København NV"
"C.J. Brandts Vej 14, 2. th, 2400 København NV"
"Gravervænget 23, st. tv, 2400 København NV"
"Gravervænget 23, st. th, 2400 København NV"
"Brofogedvej 16, 1. th, 2400 København NV"
"Lærkevej 1, st. 105, 2400 København NV"
"Gravervænget 23, 1. tv, 2400 København NV"
"Bygmestervej 39, 1. th, 2400 København NV"
"Vestergårdsvej 45, 2. th, 2400 København NV"
"Gravervænget 23, 1. th, 2400 København NV"
"Mesterstien 8, 2. tv, 2400 København NV"
"Vibevej 52, st. mf, 2400 København NV"
"Gravervænget 23, 2. tv, 2400 København NV"
"Charlotte Muncks Vej 10, st. th, 2400 København NV"
"Hillerødgade 126, 2. th, 2400 København NV"
"Hjortholms Allé 10, 1. th, 2400 København NV"
"Slotsfogedvej 3, st. tv, 2400 København NV"
"Musvågevej 24, 2. 206, 2400 København NV"
"Gravervænget 23, 2. th, 2400 København NV"
"Sneppevej 6, 3. tv, 2400 København NV"
"Møntmestervej 12D, 2. th, 2400 København NV"
